Model,dockq_interface_1,interface_1_name,dockq_interface_2,interface_2_name,dockq_interface_3,interface_3_name,Average_dockq
T1249v1TS139_1o,0.011,ABCA,0.007,ACCB,0.012,BCAB,0.01
T1249v1TS196_5o,0.011,ABCA,0.007,ACCB,0.012,BCAB,0.01
T1249v2TS139_2o,0.013,ABBC,0.005,ACBA,0.011,BCCA,0.009666667
T1249v1TS075_3o,0.01,ABCB,0.009,ACCA,0.01,BCBA,0.009666667
T1249v2TS139_5o,0.013,ABBC,0.005,ACBA,0.011,BCCA,0.009666667
T1249v1TS196_2o,0.01,ABAB,0.009,ACAC,0.01,BCBC,0.009666667
T1249v1TS475_3o,0.01,ABCB,0.009,ACCA,0.01,BCBA,0.009666667
T1249v1TS122_1o,0.01,ABCB,0.009,ACCA,0.01,BCBA,0.009666667
T1249v1TS284_3o,0.01,ABCB,0.009,ACCA,0.01,BCBA,0.009666667
T1249v1TS264_4o,0.005,ABCB,0.017,ACCA,0.006,BCBA,0.009333333
T1249v1TS312_4o,0.005,ABCB,0.017,ACCA,0.006,BCBA,0.009333333
T1249v2TS139_1o,0.01,ABAB,0.007,ACAC,0.011,BCBC,0.009333333
T1249v2TS139_4o,0.01,ABAB,0.007,ACAC,0.011,BCBC,0.009333333
T1249v1TS312_2o,0.005,ABCB,0.018,ACCA,0.005,BCBA,0.009333333
T1249v1TS264_2o,0.005,ABCB,0.018,ACCA,0.005,BCBA,0.009333333
T1249v1TS122_4o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS462_5o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS122_2o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS075_5o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS475_5o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS284_1o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS284_5o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS475_1o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS147_5o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS075_1o,0.01,ABCB,0.009,ACCA,0.009,BCBA,0.009333333
T1249v1TS147_2o,0.005,ABCB,0.017,ACCA,0.005,BCBA,0.009
T1249v1TS462_2o,0.005,ABCB,0.017,ACCA,0.005,BCBA,0.009
T1249v2TS167_5o,0.009,ABCB,0.008,ACCA,0.01,BCBA,0.009
T1249v1TS110_1o,0.005,ABCB,0.017,ACCA,0.005,BCBA,0.009
T1249v2TS450_5o,0.009,ABCB,0.008,ACCA,0.01,BCBA,0.009
T1249v2TS008_4o,0.009,ABCB,0.009,ACCA,0.009,BCBA,0.009
T1249v1TS147_4o,0.009,ABCB,0.009,ACCA,0.009,BCBA,0.009
T1249v1TS462_4o,0.009,ABCB,0.009,ACCA,0.009,BCBA,0.009
T1249v1TS110_5o,0.009,ABCB,0.009,ACCA,0.009,BCBA,0.009
T1249v1TS117_5o,0.006,ABBC,0.015,ACBA,0.006,BCCA,0.009
T1249v1TS284_4o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS147_1o,0.005,ABCB,0.016,ACCA,0.005,BCBA,0.008666667
T1249v1TS110_2o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS462_3o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS122_5o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS264_3o,0.005,ABCB,0.016,ACCA,0.005,BCBA,0.008666667
T1249v1TS148_5o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS147_3o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS148_2o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS204_3o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS462_1o,0.005,ABCB,0.016,ACCA,0.005,BCBA,0.008666667
T1249v1TS075_4o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS110_3o,0.005,ABCB,0.016,ACCA,0.005,BCBA,0.008666667
T1249v1TS028_1o,0.005,ABCB,0.016,ACCA,0.005,BCBA,0.008666667
T1249v1TS312_3o,0.005,ABCB,0.016,ACCA,0.005,BCBA,0.008666667
T1249v1TS475_4o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS148_3o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS110_4o,0.009,ABCB,0.008,ACCA,0.009,BCBA,0.008666667
T1249v1TS023_1o,0.007,ABAB,0.011,ACAC,0.007,BCBC,0.008333333
T1249v1TS122_3o,0.009,ABCB,0.008,ACCA,0.008,BCBA,0.008333333
T1249v2TS489_5o,0.01,ABBA,0.006,ACBC,0.009,BCAC,0.008333333
T1249v1TS393_5o,0.008,ABCB,0.008,ACCA,0.009,BCBA,0.008333333
T1249v1TS262_5o,0.009,ABCB,0.008,ACCA,0.008,BCBA,0.008333333
T1249v2TS465_1o,0.009,ABCA,0.007,ACCB,0.009,BCAB,0.008333333
T1249v1TS148_4o,0.009,ABCB,0.008,ACCA,0.008,BCBA,0.008333333
T1249v1TS028_2o,0.005,ABCB,0.015,ACCA,0.005,BCBA,0.008333333
T1249v2TS023_1o,0.007,ABAB,0.011,ACAC,0.007,BCBC,0.008333333
T1249v1TS028_5o,0.005,ABCB,0.015,ACCA,0.005,BCBA,0.008333333
T1249v1TS075_2o,0.009,ABCB,0.008,ACCA,0.008,BCBA,0.008333333
T1249v1TS028_4o,0.005,ABCB,0.015,ACCA,0.005,BCBA,0.008333333
T1249v1TS264_5o,0.005,ABCB,0.015,ACCA,0.005,BCBA,0.008333333
T1249v1TS028_3o,0.005,ABCB,0.015,ACCA,0.005,BCBA,0.008333333
T1249v1TS284_2o,0.009,ABCB,0.008,ACCA,0.008,BCBA,0.008333333
T1249v1TS312_5o,0.005,ABCB,0.015,ACCA,0.005,BCBA,0.008333333
T1249v1TS475_2o,0.009,ABCB,0.008,ACCA,0.008,BCBA,0.008333333
T1249v1TS031_4o,0.008,ABBD,0.006,ACBC,0.009,BCDC,0.007666667
T1249v1TS294_2o,0.008,ABCB,0.007,ACCA,0.008,BCBA,0.007666667
T1249v1TS290_3o,0.008,ABCB,0.007,ACCA,0.008,BCBA,0.007666667
T1249v1TS294_1o,0.008,ABCB,0.007,ACCA,0.008,BCBA,0.007666667
T1249v2TS014_3o,0.008,ABCA,0.006,ACCB,0.008,BCAB,0.007333333
T1249v2TS014_2o,0.008,ABAB,0.006,ACAC,0.008,BCBC,0.007333333
T1249v1TS148_1o,0.007,ABCB,0.007,ACCA,0.008,BCBA,0.007333333
T1249v1TS465_2o,0.008,ABCB,0.005,ACCA,0.008,BCBA,0.007
T1249v2TS196_3o,0.006,ABBC,0.01,ACBA,0.005,BCCA,0.007
T1249v1TS465_5o,0.007,ABAB,0.007,ACAC,0.007,BCBC,0.007
T1249v2TS465_4o,0.006,ABBC,0.009,ACBA,0.006,BCCA,0.007
T1249v1TS117_4o,0.006,ABBC,0.007,ACBA,0.007,BCCA,0.006666667
T1249v2TS023_2o,0.006,ABCB,0.006,ACCA,0.006,BCBA,0.006
T1249v1TS023_2o,0.006,ABCB,0.006,ACCA,0.006,BCBA,0.006
T1249v1TS465_3o,0.005,ABCB,0.007,ACCA,0.005,BCBA,0.005666667
T1249v2TS023_5o,0.004,ABCB,0.007,ACCA,0.004,BCBA,0.005
T1249v2TS023_4o,0.005,ABCB,0.005,ACCA,0.005,BCBA,0.005
T1249v1TS023_5o,0.004,ABCB,0.007,ACCA,0.004,BCBA,0.005
T1249v1TS023_4o,0.005,ABCB,0.005,ACCA,0.005,BCBA,0.005
